Trait	Diff	p.val	p.adj
Carotid intima media thickness	-0.0776595744680851	1.28884627534311e-05	0.0174229771220207
IgG fucosylation phenotypes multivariate analysis	-0.0781914893617021	2.02732554301247e-05	0.0270445227437864
Homocysteine levels	-0.0783365570599613	4.78932288831948e-11	8.35257911722917e-08
Hemoglobin levels	-0.0787234042553191	4.84074236174741e-06	0.00680608376061686
Vertical cup-disc ratio	-0.0788583957285788	8.1795106911657e-10	1.37006804077025e-06
Alzheimer's disease biomarkers	-0.0801852107703172	1.81620337772814e-07	0.000279876940507906
Placental abruption	-0.0807624113475177	9.9770918761927e-08	0.000155742404187368
Airway responsiveness in chronic obstructive pulmonary disease	-0.0807921688240836	2.04664315639646e-13	3.70033082676481e-10
Menstruation quality of life impact acne	-0.0811803444782168	1.83538421133929e-06	0.00265580095380796
Freckling	-0.081560283687943	1.46144602156275e-06	0.00212786540739537
Hippocampal subfield CA3 volume	-0.0815602836879432	3.24902597536364e-05	0.0427246915760319
Skin pigmentation	-0.0815617805316967	7.0717355942931e-24	1.34928715139112e-20
Mammographic density	-0.0819148936170213	1.27803935296607e-05	0.017291872445631
Tourette's syndrome or obsessive-compulsive disorder	-0.08228128254724	1.20319343231015e-10	2.07189909043809e-07
White matter hyperintensity burden	-0.0823560452549815	4.2195046466171e-06	0.00595794056102335
Nicotine use	-0.0824468085106383	6.99427437517414e-09	1.14286443290345e-05
Mortality in sepsis	-0.0825122424856468	4.63263580842672e-10	7.84305242366643e-07
Recalcitrant atopic dermatitis	-0.0827127659574468	1.09797072224669e-05	0.0149873003586673
Body mass index  smoking years interaction	-0.0833333333333332	3.40789253348636e-06	0.00482557582741669
IgG N-glycosylation phenotypes multivariate analysis	-0.0835233029381965	3.12254869218014e-07	0.00047650093042669
Interleukin-4 levels	-0.0844953214634064	1.01991311987886e-10	1.76342978427056e-07
Loneliness MTAG	-0.0847158160987947	1.34804844984883e-09	2.24854481434786e-06
Epilepsy generalized	-0.0854609929078014	1.18786392088116e-10	2.04668953567823e-07
Photic sneeze reflex	-0.0859929078014185	1.60019674749306e-06	0.00232508587410741
Systolic blood pressure cigarette smoking interaction	-0.086195542046606	1.56563604029012e-09	2.60834964312334e-06
Interleukin-5 levels	-0.0873965721040189	5.32677128263025e-11	9.27390880305926e-08
Coffee consumption	-0.0876625295508274	1.00306170652141e-10	1.73529675228205e-07
Response to simvastatin treatment PCSK9 protein level change	-0.0881458966565349	2.03404339903593e-08	3.26463965545267e-05
Economic and political preferences	-0.0887632978723404	9.68522607077513e-15	1.77820750659431e-11
Asparaginase hypersensitivity in acute lymphoblastic leukemia	-0.0899949341438704	2.74404987743053e-07	0.000420388441222357
Smoking cessation in chronic obstructive pulmonary disease	-0.0901469098277608	9.1570495516521e-08	0.000143399395978872
Regular attendance at a religious group	-0.090434223334724	6.66478426798979e-15	1.22632030531012e-11
Fractional exhaled nitric oxide childhood	-0.0904635258358663	5.633610854654e-09	9.23912180163256e-06
Emphysema distribution in smoking	-0.0908687943262411	5.97318385870986e-10	1.00648148019261e-06
Facial morphology factor 3, length of philtrum	-0.0926713947990544	1.03315144167736e-14	1.89479974403628e-11
Estradiol levels	-0.0929964539007092	1.14592216727121e-08	1.86441536615027e-05
Cutaneous malignant melanoma	-0.0936291102514507	1.58274144568084e-09	2.6352645070586e-06
Body mass index in asthmatics	-0.0938829787234043	1.09970280492253e-06	0.0016154634204312
Body mass index in non-asthmatics	-0.0939716312056737	1.08132792620538e-10	1.86637200063049e-07
Self-rated health	-0.0941341607565012	3.06842691738371e-09	5.05983598676574e-06
Abdominal aortic aneurysm	-0.0942521131350919	1.85552283163928e-14	3.39004021340497e-11
Delta-6 desaturase activity	-0.0952127659574468	1.67575552396595e-07	0.000258401501795549
Pulmonary function in asthmatics	-0.0973488686254644	1.58829801975371e-11	2.79540451476652e-08
Dentate gyrus granule cell layer volume	-0.0983156028368795	3.40847853731391e-08	5.42970630994105e-05
Hippocampal subfield CA4 volume	-0.0983156028368795	3.40847853731391e-08	5.42970630994105e-05
Atopic march	-0.0984042553191489	7.06858703521796e-09	1.15430026285109e-05
Esophageal adenocarcinoma x smoking interaction	-0.0984042553191489	7.58442804493001e-06	0.0105271861263629
Response to gemcitabine in pancreatic cancer	-0.099113475177305	4.22701467009483e-12	7.49872402474823e-09
Blood pressure traits multi-trait analysis	-0.0993161094224924	2.19243124572652e-07	0.000336976682468166
Obesity early onset extreme	-0.100689069487444	9.31995762836451e-19	1.76147199176089e-15
Cerebrospinal fluid α-synuclein levels	-0.100797872340426	8.94323096157364e-11	1.54986192564071e-07
Rhegmatogenous retinal detachment	-0.101950354609929	5.35146600539545e-15	9.85740038193841e-12
Feeling lonely	-0.102127659574468	2.57564726374092e-10	4.39405423194201e-07
IgG sialylation phenotypes multivariate analysis	-0.102203647416413	4.40766086011344e-08	6.9861424632798e-05
Remission after SSRI treatment in MDD or neuroticism	-0.104736575481256	7.21851012564394e-09	1.17806085250509e-05
Leisure-time exercise behaviour	-0.105053191489362	1.65877537687414e-06	0.0024052242964675
Delta-5 desaturase activity response to n3-polyunsaturated fat supplement	-0.106028368794326	7.68211972791129e-17	1.43501996517383e-13
Plasma amyloid beta peptide concentrations ABx-40	-0.106319655521783	3.26002381083836e-10	5.54204047842521e-07
Lung cancer smoking interaction	-0.106382978723404	1.30407331760695e-05	0.0176049897876938
Ischemic stroke small-vessel	-0.106382978723404	1.25648140248513e-05	0.0170253230036736
Adverse response to chemotherapy neutropenia-over-leucopenia all anthracycline-based drugs	-0.106648936170213	2.95317751016559e-08	4.71327130622429e-05
Conduct disorder symptom count	-0.107280249301526	8.75692403611424e-13	1.56836509486806e-09
Percent mammographic density	-0.107446808510638	4.65918611837586e-07	0.000701673429427404
QT interval drug interaction	-0.107467266775777	5.86599879067411e-14	1.06761177990269e-10
Thrombin-activatable fibrinolysis inhibitor activation peptide	-0.108156028368794	5.81223077354675e-08	9.16588792988322e-05
Adverse response to chemotherapy in breast cancer alopecia paclitaxel	-0.108599290780142	1.46480211088248e-13	2.65275662280817e-10
Hemoglobin A2 levels in sickle cell anemia	-0.109042553191489	9.7761193797392e-08	0.000152702984711526
Menstruation quality of life impact headache	-0.109042553191489	1.43882483797426e-05	0.0193378058223741
Verbal memory performance residualized delayed recall level	-0.109067882472138	6.64159941237291e-13	1.19283125446217e-09
AIDS	-0.109422492401216	4.98183127082433e-10	8.41929484769312e-07
Cerebral amyloid angiopathy	-0.109485815602837	8.17699864960319e-07	0.00121101350000623
Hippocampal tail volume corrected for total hippocampal volume	-0.109929078014184	4.86069766069077e-09	7.98126555885424e-06
Adverse response to chemotherapy neutropenia-over-leucopenia all platinum-based drugs	-0.110195035460993	7.18860078921034e-15	1.32054596497794e-11
Sleep quality	-0.110992907801418	1.267094797436e-09	2.11604831171812e-06
Overall survival in osteosarcoma	-0.112831391421817	2.89147955507152e-14	5.27695018800552e-11
Lymphoma	-0.113475177304964	4.80003980980859e-07	0.000722405991376192
Lung function forced vital capacity	-0.113475177304965	6.45111831012953e-06	0.00899285892432056
Iron status biomarkers ferritin levels	-0.113570162107396	1.43580524888712e-15	2.66054712618783e-12
Eye color	-0.11362293144208	2.11786885392932e-16	3.94982541257817e-13
Blood pressure measurement low sodium intervention	-0.11436170212766	4.40494458560677e-06	0.00620656692111993
IgG digalactosylation phenotypes multivariate analysis	-0.118617021276596	3.82865296659601e-09	6.30196278301703e-06
Aggressive periodontitis	-0.119414893617021	1.88598984843378e-08	3.03832964582681e-05
Osteoprotegerin levels	-0.120567375886525	1.46037573324069e-05	0.0196128460974225
Mortality in heart failure	-0.121409574468085	6.89934484279972e-15	1.26878951659087e-11
Behcet's disease	-0.12145390070922	4.90835719619432e-14	8.94793516866225e-11
Glaucoma high intraocular pressure	-0.121808510638298	2.5481452578644e-13	4.60195033570312e-10
Blood and toenail selenium levels	-0.122823984526112	1.1125816046097e-18	2.0994414878985e-15
B-cell malignancies chronic lymphocytic leukemia, Hodgkin lymphoma or multiple myeloma pleiotropy	-0.124351741638976	1.01112044276647e-18	1.91000651638587e-15
L-arginine levels	-0.125	1.08612534424842e-05	0.014847333455876
Bone mineral density femoral neck in inflammatory bowel disease	-0.12677304964539	2.08447819979807e-12	3.71870910843976e-09
Visceral adipose tissue	-0.127659574468085	1.09810585912884e-10	1.89423260699725e-07
Hepatocellular carcinoma in hepatitis B infection	-0.127659574468085	1.41394176040993e-05	0.0190175166775136
Circulating vasoactive peptide levels	-0.13031914893617	2.59608118357652e-05	0.0343980756823888
Memory dysfunction in frontotemporal lobe dementia	-0.131294326241135	2.63565671457992e-11	4.61767056394403e-08
Response to SSRI in MDD or openness	-0.131382978723404	1.55766605439343e-13	2.81937555845211e-10
Incident myocardial infarction	-0.13209219858156	1.09590753991111e-07	0.000170742394718151
Disease-free survival in breast cancer	-0.13386524822695	6.92487205177726e-07	0.00103249842291999
Cerebrospinal AB1-42 levels in Alzheimer's disease dementia	-0.13563829787234	8.86431007834319e-07	0.00131103146058696
Suicide ideation score in major depressive disorder	-0.136524822695035	3.525722423378e-09	5.80686483130356e-06
Biliary atresia	-0.136790780141844	2.72799009279232e-11	4.77398266238655e-08
Migraine with aura	-0.137814313346228	2.17142573695125e-18	4.08879466267921e-15
Airway imaging phenotypes	-0.138962765957447	5.07603853427066e-20	9.62416906097717e-17
Response to lurasidone in schizophrenia	-0.13927304964539	3.5248006032001e-13	6.34816588636337e-10
Osteoarthritis of the hip with total joint replacement	-0.13936170212766	1.21166452666747e-09	2.02469142406134e-06
Tumor biomarkers	-0.140450861195542	2.00240831368136e-17	3.75651799646623e-14
Overweight status	-0.140957446808511	4.86380135219513e-08	7.6945337391727e-05
Response to methotrexate in rheumatoid arthritis	-0.140957446808511	3.62534148687976e-08	5.76066762265194e-05
Urinary metabolite ratios in chronic kidney disease	-0.142287234042553	1.19350957103751e-05	0.0162197950703998
Gallstone disease	-0.143085106382979	1.22008973002874e-12	2.18152043729139e-09
BMI in smokers	-0.144577423167849	4.30738131067758e-16	8.00311447523894e-13
Retinal arteriolar caliber	-0.146276595744681	8.28418227517346e-07	0.00122605897672567
HDL Cholesterol - Triglycerides HDLC-TG	-0.147163120567376	1.40808038042571e-14	2.57960325693989e-11
Serum albumin level	-0.148936170212766	1.02704466767693e-06	0.00151283679548812
Sporadic neuroblastoma	-0.149822695035461	3.05552199093172e-15	5.64049359525995e-12
Longevity 90 years and older	-0.150202634245187	8.19113489379489e-17	1.52928488467151e-13
Suicide in bipolar disorder	-0.150265957446809	2.8267359939273e-08	4.51995085428976e-05
Low tan response	-0.1511194872897	5.2356726032398e-47	1.01048481242528e-43
Response to olanzapine in schizophrenia	-0.151595744680851	9.9295448803975e-06	0.013613406031025
Survival in colorectal cancer distant metastatic	-0.151595744680851	6.38092032881488e-07	0.000953309497124943
Membranous nephropathy	-0.151595744680851	1.41285375435744e-08	2.29023593581341e-05
Yeast infection	-0.151595744680851	2.29191348637086e-06	0.0032797281989967
Adverse response to chemotherapy in breast cancer alopecia docetaxel	-0.152039007092199	1.45814283783661e-12	2.60570125121403e-09
Response to perphenazine in schizophrenia	-0.156914893617021	1.40964522183997e-11	2.48238523566018e-08
Autism spectrum disorder	-0.158687943262411	2.23399548527202e-12	3.98097995475474e-09
Metabolite levels HVA-5-HIAA Factor score	-0.159872662798195	5.26617861203103e-25	1.00531349703672e-21
Vitamin D levels dietary vitamin D intake interaction	-0.160460992907801	1.03918857935105e-10	1.79467867653926e-07
Menarche and menopause age at onset	-0.161702127659574	3.31276240002928e-14	6.0424786176534e-11
Congenital left-sided heart lesions	-0.162234042553191	5.25565027210285e-14	9.5705391454993e-11
Myeloproliferative neoplasms	-0.164893617021277	3.18005449323817e-10	5.40927269299813e-07
Response to montelukast in asthma change in FEV1	-0.167553191489362	1.65142049009547e-05	0.0221455487721803
Coronary artery disease in diabetes	-0.170212765957447	4.93978992040076e-10	8.35318475539769e-07
Crohn's disease and psoriasis	-0.170212765957447	7.0020636122448e-08	0.000110212481256733
Fear of minor pain	-0.170214513792424	7.55357227895465e-40	1.45557337815456e-36
Inguinal hernia	-0.172872340425532	2.84700241217532e-09	4.70040098250145e-06
Urinary tract infection frequency	-0.175531914893617	3.3362277837098e-12	5.93181299943602e-09
Retinol levels	-0.178191489361702	4.65318338092843e-07	0.000701234735505915
circulating leptin levels	-0.180851063829787	1.15222784520999e-06	0.00168916602107785
Wilms tumor	-0.181914893617021	2.62412178210932e-25	5.01469672561091e-22
Asthma bronchodilator response	-0.183510638297872	4.15369218504961e-12	7.37280362846306e-09
Bipolar I disorder	-0.183510638297872	1.39897466052917e-13	2.53494208487885e-10
Response to methylphenidate treatment in attention-deficit-over-hyperactivity disorder blood pressure	-0.184929078014184	2.9264569867609e-26	5.59538575868684e-23
Cataracts in type 2 diabetes	-0.186170212765957	7.52346398995682e-08	0.000118118384642322
Urinary electrolytes magnesium-over-calcium ratio	-0.187056737588652	5.29347097051651e-11	9.22122643063975e-08
Fibrinogen levels smoking status, alcohol consumption or body mass index interaction	-0.188829787234043	3.25332938029654e-08	5.18580703219268e-05
Waist Circumference - Triglycerides WC-TG	-0.18927304964539	1.67912707409103e-14	3.0711234185125e-11
Gestational age at birth in premature rupture of membrane-initiated deliveries child effect	-0.192375886524823	6.98489661697648e-22	1.32922582621062e-18
Progression free survival in metastatic colorectal cancer CAPOX-B vs CAPOX-B plus cetuximab	-0.193262411347518	1.20139436857372e-13	2.17812799022415e-10
Renal function-related traits urea	-0.194148936170213	5.24452660937e-07	0.000786154538744563
Black vs. blond hair color	-0.197695035460993	7.76425538110924e-30	1.49151345871108e-26
Circulating myeloperoxidase levels serum	-0.197783687943262	2.14117831398895e-16	3.9911563772754e-13
Parkinson's disease age of onset	-0.199024822695035	9.70720172392475e-15	1.78127151634019e-11
Black vs. red hair color	-0.2	1.66881125054457e-28	3.20077997854449e-25
MGMT methylation in smokers	-0.204787234042553	2.65367316643858e-10	4.52451274877778e-07
Incident coronary heart disease	-0.207446808510638	1.71304710002003e-11	3.01324984893524e-08
Brain structure	-0.210106382978723	1.27984231778843e-09	2.13605682838888e-06
Supraventricular ectopy	-0.210372340425532	3.30304086084502e-25	6.30880804421399e-22
Change in intraocular pressure in response to steroid treatment triamcinolone acetonide	-0.212765957446808	3.44619869516033e-05	0.0452141268805036
Chronic myeloid leukemia	-0.218085106382979	1.91396505847225e-08	3.08148374414033e-05
Body mass index age interaction	-0.218085106382979	1.48466829442633e-07	0.000229381251488867
Perceived skin darkness	-0.220744680851064	8.96809367426741e-11	1.55327382438312e-07
Bronchopulmonary dysplasia in preterm infants	-0.222517730496454	1.70433837202902e-08	2.75250647082687e-05
Coronary restenosis	-0.223404255319149	2.06452201711062e-06	0.0029749762266564
Iron levels	-0.223404255319149	9.63554582814869e-06	0.0132405436009693
Cerivastatin-induced rhabdomyolysis	-0.228723404255319	3.09345063769382e-07	0.000472369912375846
Plasma neurofilament light levels	-0.228723404255319	9.75778507352166e-06	0.0133974389059452
Hemoglobin A1c levels	-0.230496453900709	4.31229458631773e-12	7.64569830154133e-09
IgE levels in asthmatics D.f. specific	-0.234042553191489	1.26739526842758e-05	0.0171605319345094
Philtrum width	-0.236702127659574	3.84500723915029e-13	6.91716802323138e-10
Type 2 diabetes nephropathy	-0.237765957446808	2.30910222905157e-26	4.4196216664047e-23
End-stage renal disease	-0.25	7.46032423960136e-06	0.0103623903688063
Paraoxonase activity	-0.25	6.55118412283041e-10	1.10190916946008e-06
Cholesterol and Triglycerides	-0.25	2.39608035312723e-06	0.00342399882461882
Cleft palate	-0.252659574468085	1.33480315990216e-16	2.49074269637743e-13
Serum ceruloplasmin levels	-0.25531914893617	6.40429179198584e-09	1.04838256634808e-05
Crohn's disease and celiac disease	-0.257978723404255	1.0557184197203e-12	1.88973597129934e-09
Inflammatory biomarkers in Kawasaki disease	-0.26063829787234	7.56083987397486e-10	1.26946501484038e-06
Neuroblastoma 1p deletion	-0.26063829787234	4.8231194370357e-08	7.63499806882752e-05
Pharmacokinetics of antidepressant drugs in severe mental disorder concentration dose ratio	-0.26063829787234	1.91825975662467e-08	3.08647994840909e-05
Ankle-brachial index	-0.263297872340426	7.22810186166183e-12	1.27648278876948e-08
Kidney disease end stage renal disease vs non-end stage renal disease in type 1 diabetes	-0.265957446808511	3.39081705167249e-07	0.000515743273559386
Cleft lip	-0.271276595744681	1.16385033676069e-07	0.000180978727366287
Proliferative diabetic retinopathy in type 2 diabetes	-0.271276595744681	1.25232833929224e-07	0.000194236125424227
Anxiety and major depressive disorder	-0.271276595744681	6.8221074921262e-12	1.2054663938587e-08
Body fat mass	-0.271276595744681	1.41573244176542e-08	2.29348655565998e-05
Resistin levels	-0.273492907801418	3.91274509001598e-23	7.45377939648044e-20
Dentate gyrus molecular layer volume corrected for total hippocampal volume	-0.276595744680851	7.36581317691822e-09	1.20136412915536e-05
Non-albumin protein levels	-0.278368794326241	2.90624338082327e-18	5.4695500427094e-15
Response to metformin in type 2 diabetes HbA1c reduction	-0.281914893617021	7.05593108108761e-08	0.000110989795905508
Cystic fibrosis-related diabetes	-0.297872340425532	6.71742142856402e-09	1.09897014571307e-05
Gene methylation in lung tissue	-0.303191489361702	2.97794355385274e-17	5.57768827636619e-14
Bone mineral density paediatric, skull	-0.303191489361702	1.84987030881786e-15	3.42410994162185e-12
Optic disc area	-0.306705927051672	3.76544896596578e-35	7.24472381051817e-32
Diabetes gestational	-0.308510638297872	3.29116344906016e-16	6.12485517870096e-13
Alcohol consumption heavy vs. light-over-non-drinkers	-0.319148936170213	2.18621507796803e-09	3.62255838419303e-06
Insulin secretion rate	-0.324468085106383	1.19723295779497e-09	2.00177350543319e-06
Skin colour saturation	-0.341755319148936	4.00058785416222e-36	7.70113161926228e-33
Tooth agenesis mandibular second premolars	-0.351063829787234	3.73120868148604e-15	6.87661759997876e-12
Erythrocyte sedimentation rate	-0.356382978723404	3.46149918916016e-12	6.15108405913761e-09
BMI smoking interaction	-0.398936170212766	2.02849955752167e-27	3.884576652654e-24
Sub-foveal choroidal thickness	-0.398936170212766	6.58197095411097e-14	1.19726051655279e-10
Ratio of the peak velocity of the mitral E-Wave divided by the peak velocity of the mitral A-wave.	-0.462765957446809	1.98788368777676e-18	3.74517286777142e-15
Skin sensitivity to sun	-0.574468085106383	1.08664965830738e-27	2.08202074531694e-24
Low white blood cell count	-0.73936170212766	4.88573049150159e-48	9.44411704007257e-45
Neutrophil count in HIV-infection	-0.73936170212766	4.88573049150159e-48	9.44411704007257e-45
Neutrophil level response to clozapine in treatment-resistant schizophrenia	-0.73936170212766	4.88573049150159e-48	9.44411704007257e-45
